EPI_ISL_501619;1209,1237;
EPI_ISL_570443;1033,1325;139,63;63,141;2088,1927;1323,1033;1927,2031;
EPI_ISL_445305;1153,1052;1052,1155;
EPI_ISL_626961;288,246;246,290;
EPI_ISL_570449;1400,635;635,1401;
EPI_ISL_626966;643,1230;1986,2088;235,216;1961,1986;295,235;1228,643;
EPI_ISL_445318;437,440;435,437;
EPI_ISL_512553;1306,673;673,1308;
EPI_ISL_570466;1854,2090;2089,1854;
EPI_ISL_512556;126,26;26,128;
EPI_ISL_512557;126,26;26,128;
EPI_ISL_570469;1400,635;635,1401;
EPI_ISL_512560;1712,1741;1739,1712;
EPI_ISL_512564;942,1224;1222,942;
EPI_ISL_445344;1482,1484;1484,1498;
EPI_ISL_512568;942,1224;1222,942;
EPI_ISL_512572;1325,743;743,1327;
EPI_ISL_445351;437,440;435,437;
EPI_ISL_570483;565,460;460,567;
EPI_ISL_512577;2041,1921;1921,2043;
EPI_ISL_626995;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512578;2041,1921;1921,2043;
EPI_ISL_445356;437,440;435,437;
EPI_ISL_626997;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_570490;2043,1850;2011,1999;1850,2045;2085,2011;
EPI_ISL_570491;1924,1860;1988,1924;1852,2049;53,135;133,53;2047,1852;
EPI_ISL_627000;1547,1522;1522,1549;
EPI_ISL_570493;1854,2090;2089,1854;
EPI_ISL_627001;1504,1535;1535,1539;
EPI_ISL_570497;1400,635;635,1401;
EPI_ISL_570499;636,637;986,1239;985,986;984,985;1233,983;637,1230;1227,636;983,984;
EPI_ISL_445371;862,1253;1251,862;
EPI_ISL_627007;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_570501;1854,2090;2089,1854;
EPI_ISL_512594;1923,1999;1860,1923;
EPI_ISL_512595;1923,1999;1860,1923;
EPI_ISL_512596;1902,1841;1841,1982;
EPI_ISL_570504;2043,1850;1850,2045;
EPI_ISL_512597;672,1391;1389,672;
EPI_ISL_512599;2034,1978;1978,2036;
EPI_ISL_570507;1854,2090;2089,1854;
EPI_ISL_512600;142,99;99,144;
EPI_ISL_627013;679,1300;1298,679;
EPI_ISL_445381;437,440;435,437;
EPI_ISL_445386;2038,1836;1836,2040;
EPI_ISL_627018;1504,1535;1535,1539;
EPI_ISL_570516;1173,595;595,1175;679,1300;1298,679;
EPI_ISL_512612;1854,2090;2089,1854;
EPI_ISL_627022;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512613;522,574;572,522;
EPI_ISL_627026;1504,1535;1535,1539;
EPI_ISL_570523;1854,2090;2089,1854;
EPI_ISL_445400;437,440;435,437;
EPI_ISL_570524;1854,2090;2089,1854;
EPI_ISL_570526;1988,1932;1932,1860;
EPI_ISL_627030;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445405;437,440;435,437;
EPI_ISL_445408;437,440;435,437;
EPI_ISL_627035;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_445412;437,440;435,437;
EPI_ISL_445413;437,440;435,437;
EPI_ISL_627038;667,668;668,1252;
EPI_ISL_627039;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512635;288,246;246,290;
EPI_ISL_512636;437,440;435,437;
EPI_ISL_512637;1999,1845;1845,1961;
EPI_ISL_445421;437,440;435,437;
EPI_ISL_627043;285,213;213,287;
EPI_ISL_627044;285,213;865,1405;697,865;213,287;
EPI_ISL_512645;1388,809;809,1390;
EPI_ISL_627048;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_445427;1622,1623;1623,1628;
EPI_ISL_570547;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_627051;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445432;1988,1932;1932,1860;
EPI_ISL_570550;1061,678;678,1101;
EPI_ISL_570551;942,1224;1222,942;
EPI_ISL_627054;679,1300;1298,679;
EPI_ISL_512656;1399,932;932,688;
EPI_ISL_627058;288,246;246,290;
EPI_ISL_570556;875,611;611,1395;
EPI_ISL_445439;857,1254;1252,857;
EPI_ISL_627062;285,213;213,287;
EPI_ISL_445443;2038,1836;1836,2040;
EPI_ISL_570560;1760,1764;1759,1760;
EPI_ISL_627063;1961,1942;1942,2088;
EPI_ISL_512664;2094,2099;
EPI_ISL_570563;1178,827;827,1180;
EPI_ISL_570565;1760,1764;1759,1760;
EPI_ISL_627068;2041,1921;1921,2043;
EPI_ISL_512668;167,29;29,169;
EPI_ISL_512669;1363,1050;1050,1365;
EPI_ISL_445453;437,440;435,437;
EPI_ISL_627070;1323,1049;1049,1325;
EPI_ISL_445454;668,1252;667,668;437,440;435,437;
EPI_ISL_627071;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_627072;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_627073;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_570573;1547,1522;327,362;1522,1549;360,327;
EPI_ISL_445458;437,440;435,437;
EPI_ISL_627074;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_445459;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_627075;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_512677;126,26;26,128;
EPI_ISL_512712;1548,1515;1515,1550;
EPI_ISL_627076;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_570576;1159,714;714,1161;
EPI_ISL_445462;868,1153;1151,868;
EPI_ISL_627077;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_627078;1374,1042;1042,1375;
EPI_ISL_445464;2090,1865;1865,1866;
EPI_ISL_570579;2039,2047;
EPI_ISL_570580;1569,1593;1593,1605;
EPI_ISL_512717;1488,1501;1499,1488;
EPI_ISL_570581;1569,1593;1593,1605;
EPI_ISL_512719;1629,1634;1628,1629;
EPI_ISL_512721;1399,593;593,688;
EPI_ISL_570584;1146,864;864,1148;
EPI_ISL_570587;2032,2060;2058,2032;
EPI_ISL_570592;1569,1593;1593,1605;
EPI_ISL_445481;437,440;435,437;
EPI_ISL_570594;144,6;6,146;
EPI_ISL_570596;9,172;142,99;99,144;170,9;
EPI_ISL_445490;437,440;435,437;
EPI_ISL_627097;347,363;361,347;
EPI_ISL_512740;1548,1515;1515,1550;
EPI_ISL_512741;1548,1515;1515,1550;
EPI_ISL_570603;1569,1593;1593,1605;
EPI_ISL_627100;285,213;213,287;
EPI_ISL_570604;1382,812;812,1384;
EPI_ISL_512743;1548,1515;1515,1550;
EPI_ISL_445496;1300,638;638,1302;
EPI_ISL_627102;1533,1539;1504,1533;
EPI_ISL_445497;142,99;99,144;
EPI_ISL_627103;288,246;246,290;
EPI_ISL_445498;435,437;1599,1602;437,440;1615,1599;
EPI_ISL_512745;1548,1515;1515,1550;
EPI_ISL_627104;1988,1848;1848,1860;
EPI_ISL_512746;1548,1515;1515,1550;
EPI_ISL_512747;1548,1515;1515,1550;
EPI_ISL_512748;437,440;435,437;
EPI_ISL_627108;1988,1848;1848,1860;
EPI_ISL_570613;25,127;24,25;
EPI_ISL_512753;1548,1515;1515,1550;
EPI_ISL_627110;1988,1848;1848,1860;
EPI_ISL_512754;1548,1515;1515,1550;
EPI_ISL_570616;25,127;24,25;
EPI_ISL_445509;437,440;435,437;
EPI_ISL_627112;144,75;75,146;
EPI_ISL_512756;1340,804;804,1342;
EPI_ISL_570617;25,127;24,25;
EPI_ISL_570618;1146,864;864,1148;
EPI_ISL_445511;437,440;435,437;
EPI_ISL_512760;437,440;435,437;
EPI_ISL_445514;437,440;435,437;
EPI_ISL_627117;1988,1848;1848,1860;
EPI_ISL_445516;1686,1649;1649,1688;
EPI_ISL_512763;1548,1515;1515,1550;
EPI_ISL_627119;285,213;865,1405;697,865;213,287;
EPI_ISL_570625;2032,2060;2058,2032;
EPI_ISL_627122;1533,1539;1504,1533;
EPI_ISL_570629;388,406;387,388;
EPI_ISL_627124;288,246;246,290;
EPI_ISL_570631;1760,1764;1759,1760;
EPI_ISL_570635;126,26;26,128;
EPI_ISL_627132;288,246;246,290;
EPI_ISL_570641;1547,1522;327,362;1522,1549;360,327;
EPI_ISL_512784;1990,2096;2094,1990;
EPI_ISL_512785;1902,1841;1841,1982;
EPI_ISL_512786;1902,1841;1841,1982;
EPI_ISL_570646;942,1224;1222,942;
EPI_ISL_627138;285,213;213,287;
EPI_ISL_512789;2057,1915;1915,2059;
EPI_ISL_570647;942,1224;1222,942;
EPI_ISL_445544;186,316;314,186;
EPI_ISL_627140;288,246;246,290;
EPI_ISL_512792;437,440;435,437;
EPI_ISL_570650;126,26;26,128;
EPI_ISL_512794;437,440;435,437;
EPI_ISL_627145;1866,1898;
EPI_ISL_570657;1877,2062;2060,1877;
EPI_ISL_570658;211,322;320,211;
EPI_ISL_570661;129,11;11,131;
EPI_ISL_570662;942,1224;1222,942;
EPI_ISL_445561;437,440;435,437;
EPI_ISL_627153;93,168;277,189;166,93;189,279;
EPI_ISL_570664;1448,1454;1454,1457;
EPI_ISL_570665;870,1133;1131,870;
EPI_ISL_445565;437,440;435,437;
EPI_ISL_570668;2090,1865;1979,2084;1865,1866;2083,1979;
EPI_ISL_627157;285,213;865,1405;697,865;213,287;
EPI_ISL_570670;282,258;1999,1845;258,284;1845,1961;
EPI_ISL_512813;1166,755;755,1168;
EPI_ISL_512814;1548,1515;1515,1550;
EPI_ISL_627160;1888,2071;2069,1888;1990,2096;2094,1990;1374,1042;1042,1375;
EPI_ISL_570673;211,322;320,211;126,26;26,128;
EPI_ISL_512816;1847,2031;2088,1847;
EPI_ISL_512817;1847,2031;2088,1847;
EPI_ISL_570677;1965,2064;2062,1965;
EPI_ISL_512819;1847,2031;2088,1847;
EPI_ISL_627165;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512820;1847,2031;2088,1847;
EPI_ISL_512821;1847,2031;2088,1847;
EPI_ISL_512822;1548,1515;1515,1550;
EPI_ISL_512823;1548,1515;1515,1550;
EPI_ISL_512824;1548,1515;1515,1550;
EPI_ISL_570683;1924,1860;1988,1924;
EPI_ISL_512825;1548,1515;1515,1550;
EPI_ISL_570684;1923,1999;799,1307;1860,1923;1305,799;
EPI_ISL_512826;1548,1515;1515,1550;
EPI_ISL_445584;360,327;327,362;
EPI_ISL_627170;1547,1517;1517,1515;1515,1550;
EPI_ISL_512827;1548,1515;1515,1550;
EPI_ISL_512828;1548,1515;1515,1550;
EPI_ISL_627172;285,213;865,1405;697,865;213,287;
EPI_ISL_512829;1548,1515;1515,1550;
EPI_ISL_570687;92,141;139,92;
EPI_ISL_512830;1548,1515;1515,1550;
EPI_ISL_627173;1854,2090;2089,1854;
EPI_ISL_570688;942,1224;1222,942;
EPI_ISL_512831;1548,1515;1515,1550;
EPI_ISL_512832;481,562;1548,1515;1515,1550;560,481;
EPI_ISL_512833;481,562;1548,1515;1515,1550;560,481;
EPI_ISL_570691;942,1224;1222,942;
EPI_ISL_512834;1548,1515;1515,1550;
EPI_ISL_570693;870,1133;1131,870;
EPI_ISL_512837;1548,1515;1515,1550;
EPI_ISL_627179;285,213;213,287;
EPI_ISL_512838;1548,1515;1515,1550;
EPI_ISL_512839;1852,2049;2047,1852;
EPI_ISL_512840;1852,2049;2047,1852;
EPI_ISL_512841;1548,1515;1515,1550;
EPI_ISL_627182;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627183;285,213;213,287;
EPI_ISL_445600;437,440;435,437;
EPI_ISL_512844;1548,1515;1515,1550;
EPI_ISL_570700;834,1105;1103,834;
EPI_ISL_570704;1481,1497;1480,1481;
EPI_ISL_570705;50,169;167,50;
EPI_ISL_570708;1877,2062;2060,1877;
EPI_ISL_445612;437,440;435,437;
EPI_ISL_627192;1504,1535;1535,1539;
EPI_ISL_570710;942,1224;1222,942;
EPI_ISL_570711;2093,1974;1974,2095;
EPI_ISL_627195;1854,2090;2089,1854;
EPI_ISL_570714;126,26;26,128;
EPI_ISL_512861;437,440;435,437;
EPI_ISL_512862;437,440;435,437;
EPI_ISL_627197;1533,1539;1504,1533;
EPI_ISL_512864;1810,1770;1770,1812;
EPI_ISL_570717;942,1224;1222,942;
EPI_ISL_445622;1533,1539;1504,1533;
EPI_ISL_445623;437,440;435,437;
EPI_ISL_512866;1810,1770;1770,1812;
EPI_ISL_627201;1854,2090;2089,1854;
EPI_ISL_627202;1854,2090;2089,1854;
EPI_ISL_627204;1551,1506;1506,1555;
EPI_ISL_627205;1504,1535;1535,1539;
EPI_ISL_570725;942,1224;1222,942;
EPI_ISL_627208;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627209;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627210;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627211;1988,1848;1848,1860;
EPI_ISL_512881;437,440;435,437;
EPI_ISL_627212;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_570731;1923,1999;799,1307;1860,1923;1305,799;
EPI_ISL_627213;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627214;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627215;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627216;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512886;542,472;472,544;
EPI_ISL_627217;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445646;437,440;435,437;
EPI_ISL_627218;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627219;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627220;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_570738;126,26;26,128;
EPI_ISL_627221;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627222;1545,1513;1513,1547;1988,1848;1848,1860;
EPI_ISL_570740;516,557;555,516;
EPI_ISL_627223;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627224;1988,1848;1848,1860;
EPI_ISL_445654;437,440;435,437;
EPI_ISL_627225;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627226;1545,1513;1513,1547;1988,1848;1848,1860;
EPI_ISL_627227;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627228;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627229;50,169;1963,1997;1997,2076;1988,1848;1848,1860;167,50;
EPI_ISL_627230;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_570747;942,1224;1222,942;
EPI_ISL_627231;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627232;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627233;648,1264;1262,648;50,169;1988,1848;1848,1860;167,50;
EPI_ISL_627234;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627235;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_445665;437,440;435,437;
EPI_ISL_570751;1760,1764;1759,1760;
EPI_ISL_627236;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627237;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_570753;942,1224;1222,942;
EPI_ISL_627238;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627239;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627240;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_445670;1988,1848;1848,1860;
EPI_ISL_627241;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445671;285,213;213,287;
EPI_ISL_570756;942,1224;1222,942;
EPI_ISL_627242;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627243;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627244;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_445674;437,440;435,437;
EPI_ISL_627245;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627246;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627247;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_570760;2093,1974;1974,2095;
EPI_ISL_627248;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_627249;50,169;167,50;1988,1848;1848,1860;
EPI_ISL_512915;1123,982;982,1125;
EPI_ISL_445679;437,440;435,437;
EPI_ISL_570762;9,172;142,99;99,144;170,9;
EPI_ISL_627250;1988,1848;1848,1860;
EPI_ISL_627252;1988,1848;1848,1860;
EPI_ISL_570766;1866,1943;1927,2031;1943,2093;2088,1927;
EPI_ISL_627254;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445685;965,1151;1149,965;
EPI_ISL_627255;1648,1682;1680,1648;1988,1848;1848,1860;
EPI_ISL_570769;942,1224;1222,942;
EPI_ISL_512922;1847,2031;2088,1847;
EPI_ISL_627256;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_512923;1847,2031;2088,1847;
EPI_ISL_627257;1988,1848;1848,1860;
EPI_ISL_570771;2090,1865;1865,1866;
EPI_ISL_627258;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627259;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_627260;277,189;189,279;93,168;166,93;1988,1848;1848,1860;
EPI_ISL_627261;1988,1848;1848,1860;
EPI_ISL_627262;1988,1848;1848,1860;
EPI_ISL_570776;1923,1999;799,1307;1860,1923;1305,799;
EPI_ISL_570777;1323,1033;1033,1325;1927,2031;2088,1927;
EPI_ISL_627264;288,246;246,290;
EPI_ISL_627265;288,246;246,290;
EPI_ISL_570779;9,172;142,99;99,144;170,9;
EPI_ISL_570780;2083,2028;2028,2084;
EPI_ISL_627267;288,246;246,290;
EPI_ISL_627268;288,246;246,290;
EPI_ISL_570782;1923,1999;1860,1923;1547,1522;327,362;360,327;1522,1549;
EPI_ISL_627269;288,246;246,290;
EPI_ISL_627270;288,246;246,290;
EPI_ISL_627271;288,246;246,290;
EPI_ISL_445704;2038,1836;1836,2040;
EPI_ISL_627272;288,246;246,290;
EPI_ISL_627273;288,246;246,290;
EPI_ISL_570787;1253,922;1159,714;714,1161;922,1255;
EPI_ISL_627274;288,246;246,290;
EPI_ISL_445707;129,11;437,440;435,437;11,131;
EPI_ISL_570788;1548,1515;1515,1550;
EPI_ISL_627275;288,246;246,290;
EPI_ISL_627277;288,246;246,290;
EPI_ISL_570791;1877,2062;2060,1877;
EPI_ISL_445711;965,1151;1149,965;
EPI_ISL_627278;288,246;246,290;
EPI_ISL_570792;1877,2062;2060,1877;
EPI_ISL_627279;288,246;246,290;
EPI_ISL_627281;2080,2115;288,246;246,290;
EPI_ISL_627282;2080,2115;288,246;246,290;
EPI_ISL_627283;2080,2115;288,246;246,290;
EPI_ISL_570796;2045,2022;2022,2047;
EPI_ISL_445717;437,440;435,437;
EPI_ISL_627284;2080,2115;288,246;246,290;
EPI_ISL_627285;288,246;246,290;
EPI_ISL_627286;288,246;246,290;
EPI_ISL_627287;2080,2115;288,246;246,290;
EPI_ISL_627288;2080,2115;288,246;246,290;
EPI_ISL_445721;965,1151;1149,965;
EPI_ISL_627289;942,1224;2080,2115;246,290;288,246;1222,942;
EPI_ISL_445723;437,440;435,437;
EPI_ISL_445725;437,440;435,437;
EPI_ISL_627292;2041,1921;1921,2043;
EPI_ISL_445727;1866,1943;1943,2093;
EPI_ISL_627294;971,1278;1093,971;
EPI_ISL_445730;437,440;435,437;
EPI_ISL_627297;1999,2107;
EPI_ISL_570809;1490,1503;1501,1490;
EPI_ISL_627298;1196,1214;
EPI_ISL_627299;824,1376;1300,824;
EPI_ISL_445735;277,189;189,279;
EPI_ISL_627303;360,327;327,362;
EPI_ISL_627304;1517,1549;1547,1517;1159,714;714,1161;
EPI_ISL_570816;437,440;435,437;
EPI_ISL_445740;437,440;435,437;
EPI_ISL_570819;1854,2090;2089,1854;
EPI_ISL_445743;437,440;435,437;
EPI_ISL_627309;2076,2078;
EPI_ISL_627310;2076,2078;
EPI_ISL_570824;1854,2090;2089,1854;
EPI_ISL_627316;643,1230;1228,643;
EPI_ISL_570828;1448,1454;1454,1457;
EPI_ISL_627320;285,213;213,287;
EPI_ISL_512989;1847,2031;2088,1847;
EPI_ISL_512990;1847,2031;2088,1847;
EPI_ISL_512994;1847,2031;2088,1847;
EPI_ISL_512995;870,1133;1131,870;
EPI_ISL_570841;1400,635;635,1401;
EPI_ISL_570843;1533,1539;1504,1533;
EPI_ISL_570844;83,152;146,81;82,83;81,82;
EPI_ISL_570845;25,127;24,25;
EPI_ISL_570847;1902,1841;1841,1982;
EPI_ISL_445773;437,440;435,437;
EPI_ISL_513011;1234,935;935,1236;
EPI_ISL_570856;1569,1593;1593,1605;
EPI_ISL_513012;870,1133;1131,870;
EPI_ISL_445783;1551,1506;1506,1555;
EPI_ISL_570858;1854,2090;2089,1854;
EPI_ISL_513014;870,1133;1131,870;
EPI_ISL_570860;678,1101;464,585;714,1161;583,464;1061,678;1159,714;
EPI_ISL_627345;2045,2022;2022,2047;
EPI_ISL_570861;1123,982;982,1125;
EPI_ISL_513017;870,1133;1131,870;
EPI_ISL_570863;565,460;460,567;
EPI_ISL_513019;870,1133;1131,870;
EPI_ISL_627350;679,1300;1298,679;
EPI_ISL_513027;870,1133;1131,870;
EPI_ISL_627359;1686,1649;1547,1517;1517,1549;1649,1688;
EPI_ISL_445803;437,440;435,437;
EPI_ISL_627360;679,1300;1298,679;
EPI_ISL_627361;1228,643;295,235;643,1230;235,216;
EPI_ISL_627362;1228,643;295,235;643,1230;235,216;
EPI_ISL_627363;1228,643;295,235;643,1230;235,216;
EPI_ISL_627364;1228,643;295,235;643,1230;235,216;
EPI_ISL_627366;1988,1848;1848,1860;
EPI_ISL_627367;1228,643;295,235;643,1230;235,216;
EPI_ISL_627368;1854,2090;2089,1854;
EPI_ISL_627370;134,101;101,136;
EPI_ISL_513044;2078,2095;
EPI_ISL_513047;870,1133;1131,870;
EPI_ISL_513048;155,88;88,157;
EPI_ISL_445825;844,845;1343,844;
EPI_ISL_627379;277,189;1988,1848;189,279;1848,1860;
EPI_ISL_445828;437,440;435,437;
EPI_ISL_570900;942,1224;1222,942;
EPI_ISL_627382;134,101;101,136;
EPI_ISL_570902;1854,2090;2089,1854;
EPI_ISL_570904;126,26;26,128;
EPI_ISL_627386;150,83;83,152;
EPI_ISL_570907;942,1224;1222,942;
EPI_ISL_445836;437,440;435,437;
EPI_ISL_570908;1854,2090;2089,1854;
EPI_ISL_445838;437,440;435,437;
EPI_ISL_445839;437,440;435,437;
EPI_ISL_570910;1854,2090;2089,1854;
EPI_ISL_513068;2090,1865;1865,1866;
EPI_ISL_445842;1548,1515;1515,1550;
EPI_ISL_627393;1457,1451;1451,1461;
EPI_ISL_627395;1457,1451;1451,1461;
EPI_ISL_570916;1854,2090;2089,1854;
EPI_ISL_627401;1457,1451;1451,1461;
EPI_ISL_445853;437,440;435,437;
EPI_ISL_627404;360,327;327,362;
EPI_ISL_570928;1061,678;678,1101;
EPI_ISL_445865;437,440;435,437;
EPI_ISL_445869;437,440;435,437;
EPI_ISL_627417;1712,1741;1739,1712;
EPI_ISL_445873;437,440;435,437;
EPI_ISL_513097;1866,1943;1943,2093;
EPI_ISL_570943;1923,1999;1860,1923;
EPI_ISL_570945;1854,2090;2089,1854;
EPI_ISL_570946;79,158;156,79;
EPI_ISL_570948;1854,2090;2089,1854;
EPI_ISL_570949;1854,2090;2089,1854;
EPI_ISL_570951;1854,2090;2089,1854;
EPI_ISL_513106;1847,2031;2088,1847;
EPI_ISL_570954;1988,1932;1932,1860;
EPI_ISL_570955;1854,2090;2089,1854;
EPI_ISL_445888;391,412;437,440;410,391;435,437;
EPI_ISL_445889;211,322;320,211;
EPI_ISL_513117;1847,2031;2088,1847;
EPI_ISL_445895;435,437;437,440;1624,1628;1622,1624;
EPI_ISL_627437;643,1230;1228,643;
EPI_ISL_513118;1847,2031;2088,1847;
EPI_ISL_513119;1847,2031;2088,1847;
EPI_ISL_445897;435,437;437,440;1624,1628;1622,1624;
EPI_ISL_445898;437,440;435,437;
EPI_ISL_627440;643,1230;1228,643;
EPI_ISL_445899;437,440;435,437;
EPI_ISL_570967;1854,2090;2089,1854;
EPI_ISL_445900;437,440;435,437;
EPI_ISL_570968;1061,678;678,1101;
EPI_ISL_627443;1916,2060;2058,1916;
EPI_ISL_513125;1990,2096;2094,1990;
EPI_ISL_627452;1159,714;714,1161;
EPI_ISL_445912;437,440;435,437;
EPI_ISL_445913;437,440;435,437;
EPI_ISL_627457;1159,714;714,1161;
EPI_ISL_445920;437,440;435,437;
EPI_ISL_570990;942,1224;1222,942;
EPI_ISL_570991;1547,1522;327,362;1522,1549;360,327;
EPI_ISL_513152;1423,1424;1424,1427;
EPI_ISL_513155;1847,2031;2088,1847;
EPI_ISL_571000;1924,1860;1988,1924;
EPI_ISL_627471;1833,2091;2031,1833;
EPI_ISL_513160;467,559;557,467;
EPI_ISL_513161;467,559;557,467;
EPI_ISL_627477;1612,1571;1571,1614;
EPI_ISL_571009;1833,2091;2031,1833;
EPI_ISL_627479;2045,2022;2022,2047;1599,1602;1615,1599;
EPI_ISL_571012;1866,1943;1943,2093;
EPI_ISL_571013;126,26;26,128;
EPI_ISL_627482;1159,714;714,1161;
EPI_ISL_513172;116,147;2057,1915;1915,2059;145,116;
EPI_ISL_513178;1847,2031;2088,1847;2062,1835;1835,2064;
EPI_ISL_627492;2041,1921;1921,2043;
EPI_ISL_627494;260,301;299,260;
EPI_ISL_627495;643,1230;1228,643;
EPI_ISL_627498;285,213;1759,1760;213,287;1760,1764;
EPI_ISL_627500;2041,1921;643,1230;235,216;1921,2043;295,235;1228,643;
EPI_ISL_571031;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_571034;1902,1841;1841,1982;1253,922;922,1255;
EPI_ISL_627504;1547,1517;1517,1549;
EPI_ISL_571036;437,440;435,437;
EPI_ISL_627509;2041,1921;643,1230;235,216;1921,2043;295,235;1228,643;
EPI_ISL_571040;1902,1841;1841,1982;
EPI_ISL_627514;1173,980;980,1175;
EPI_ISL_571045;1927,2031;2088,1927;
EPI_ISL_513206;1262,648;648,1264;
EPI_ISL_627516;1565,1567;1567,1569;
EPI_ISL_627518;667,668;668,1252;
EPI_ISL_445990;129,11;437,440;435,437;11,131;
EPI_ISL_627520;1678,1654;1654,1680;
EPI_ISL_627522;1678,1654;1654,1680;
EPI_ISL_571053;1902,1841;1841,1982;
EPI_ISL_627523;2045,2022;2022,2047;
EPI_ISL_571056;1902,1841;1841,1982;
EPI_ISL_571060;1189,897;897,1191;
EPI_ISL_446006;437,440;435,437;
EPI_ISL_627532;667,668;668,1252;
EPI_ISL_446011;277,189;189,279;
EPI_ISL_446014;211,322;320,211;
EPI_ISL_627541;1123,982;134,101;982,1125;101,136;
EPI_ISL_571076;1908,2065;2063,1908;
EPI_ISL_446024;2072,2081;
EPI_ISL_627548;667,668;668,1252;
EPI_ISL_513248;1847,2031;2088,1847;
EPI_ISL_446031;277,189;189,279;
EPI_ISL_571085;942,1224;1222,942;
EPI_ISL_446033;1497,1491;1491,1499;
EPI_ISL_571088;942,1224;1222,942;
EPI_ISL_627560;285,213;213,287;
EPI_ISL_446040;437,440;435,437;
EPI_ISL_513271;2088,1927;1498,1486;1486,1500;1374,1042;1927,2031;1042,1375;
EPI_ISL_571107;1902,1841;1841,1982;
EPI_ISL_571108;1877,2062;437,440;2060,1877;435,437;
EPI_ISL_513278;1988,1848;1848,1860;
EPI_ISL_627578;1547,1517;1517,1515;1515,1550;
EPI_ISL_513279;1908,2065;2063,1908;
EPI_ISL_513280;942,1224;1222,942;
EPI_ISL_513285;1979,2084;142,99;2083,1979;99,144;
EPI_ISL_627584;1565,1567;1567,1569;
EPI_ISL_627585;679,1300;1298,679;
EPI_ISL_513296;1533,1539;1504,1533;
EPI_ISL_513314;359,333;333,361;
EPI_ISL_513317;1548,1515;1515,1550;
EPI_ISL_627619;1910,2053;2051,1910;
